公司名,城市, 地址
华孚色纺股份有限公司 ,安徽省
, 安徽省淮北市濉溪路庆相桥
重庆宗申动力机械股份有限公司 ,重庆市
, 重庆市巴南区炒油场
成都市新筑路桥机械股份有限公司 ,四川省
, 成都市四川新津工业园区
内蒙古远兴能源股份有限公司 ,内蒙古自治区
, 内蒙古自治区鄂尔多斯市东胜区伊煤南路１４号创业大厦Ｂ座１６层
广东海大集团股份有限公司 ,广东省
, 广东省广州市番禺区南村镇南村村北大街18号之六
新希望六和股份有限公司 ,四川省
, 四川省绵阳市国家高新技术产业开发区
大亚科技股份有限公司 ,江苏省
, 江苏省丹阳经济技术开发区金陵西路95号
国脉科技股份有限公司 ,福建省
, 福州市马尾区江滨东大道116号
软控股份有限公司 ,山东省
, 青岛市保税区纽约路2号
北京信威通信技术股份有限公司 ,北京市
, 北京市海淀区东北旺西路8号中关村软件园7号楼
浙江中欣化工股份有限公司 ,浙江省
, 杭州湾上虞经济技术开发区
深圳市嘉力达实业有限公司 ,广东省
, 深圳市南山区高新南一道创维大厦C座13、14楼
重庆永鹏网络科技股份有限公司 ,重庆市
, 重庆市北部新区高新园黄山大道5号（水星科技大厦南翼6楼1号）
重庆市涪陵区民用爆破器材专营有限公司 ,重庆市
, 重庆市涪陵区太极大道78号
龙岩北山煤矿有限责任公司 ,福建省
, 龙岩市新罗区适中镇仁和村
安徽宣酒集团股份有限公司 ,安徽省
, 安徽省宣城市北门工业干道28号
北京联飞翔科技股份有限公司 ,北京市
, 北京市东城区安定门东大街28号A710
佛山市建通混凝土制品有限公司 ,广东省
, 佛山市禅城区张槎镇玉带沙工业区
漳州发展水务集团有限公司 ,福建省
, 漳州市芗城区胜利东路漳州发展广场第16层
广东乐陶陶药业股份有限公司 ,广东省
, 广州市荔湾区西塱东西路工业区3号之一
常州长青交通科技股份有限公司 ,江苏省
, 常州市新北区河海西路300号
佛山市富士宝电器科技股份有限公司 ,广东省
, 佛山市禅城区南庄镇杏吉路段杏头工业区
北京海吉星医疗科技有限公司 ,北京市
, 北京市海淀区学清路38号金码大厦B座1209
常州科研试制中心有限公司 ,江苏省
, 常州市钟楼区棕榈路56号
北京中关村四环医药开发有限责任公司 ,北京市
, 北京市海淀区太平路27号
北京中实混凝土有限责任公司 ,北京市
, 北京市海淀区四季青乡巨山村
浩蓝环保股份有限公司 ,广东省
, 广州市萝岗区中新广州知识城凤凰一横路313号自编137房
北京派特罗尔油田服务股份公司 ,北京市
, 北京市丰台区星火路1号9层BCD间
内蒙古奈伦农业科技股份有限公司 ,内蒙古自治区
, 内蒙古自治区呼和浩特市新城区艺术厅南街２２号（奈伦商务中心）
北京九恒星科技股份有限公司 ,北京市
, 北京市海淀区中关村南一条2号5、6、7层
中科恒源科技股份有限公司 ,湖南省
, 北京市密云县经济开发区西统路8号西田各庄镇政府办公楼508室-7
广东德豪润达电气股份有限公司 ,广东省
, 广东省珠海市香洲区唐家湾镇金凤路1号
三维通信股份有限公司 ,浙江省
, 杭州市火炬大道581号
上海莱士血液制品股份有限公司 ,上海市
, 上海市奉贤区望园路2009号
广州毅昌科技股份有限公司 ,广东省
, 广州市高新技术产业开发区科学城科丰路29号
广东金刚玻璃科技股份有限公司 ,广东省
, 汕头市大学路叠金工业区
浙江传化股份有限公司 ,浙江省
, 杭州市萧山经济技术开发区
黑牛食品股份有限公司 ,广东省
, 汕头市金平区岐山北工业片区02－02号地块
深圳广田装饰集团股份有限公司 ,广东省
, 深圳市罗湖区沿河北路1003号京基东方都会大厦1-2层
浙江大立科技股份有限公司 ,浙江省
, 杭州市滨江区滨康路639号
山东墨龙石油机械股份有限公司 ,山东省
, 山东省寿光市文圣街999号
浙江省围海建设集团股份有限公司 ,浙江省
, 宁波市高新区广贤路1009号
广州普邦园林股份有限公司 ,广东省
, 广州市越秀区寺右新马路南二街一巷14－20号首层
荣信电力电子股份有限公司 ,辽宁省
, 鞍山高新区鞍千路261号
希努尔男装股份有限公司 ,山东省
, 诸城市东环路58号
青岛市恒顺众昇集团股份有限公司 ,山东省
, 青岛市城阳区流亭街道双元路西侧(空港工业聚集区)
青岛金王应用化学股份有限公司 ,山东省
, 青岛即墨市环保产业园
格林美股份有限公司 ,广东省
, 深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦A栋20层2008号房(仅限办公)
江西正邦科技股份有限公司 ,江西省
, 江西省南昌高新技术开发区艾溪湖一路569号
中顺洁柔纸业股份有限公司 ,广东省
, 中山市东升镇坦背胜龙村
深圳市科陆电子科技股份有限公司 ,广东省
, 深圳市南山区科技园北区宝深路科陆大厦A座13-24楼（邮编：518057）
浙江银轮机械股份有限公司 ,浙江省
, 浙江省天台县福溪街道始丰东路8号
深圳市芭田生态工程股份有限公司 ,广东省
, 深圳市南山区高新技术园粤兴二道10号7楼、8楼
四川科伦药业股份有限公司 ,四川省
, 成都市新都卫星城工业开发区南二路
广东南洋电缆集团股份有限公司 ,广东省
, 汕头市珠津工业区珠津二街1号
深圳翰宇药业股份有限公司 ,广东省
, 深圳市南山区高新技术工业园中区翰宇生物医药园办公大楼四层
好想你枣业股份有限公司 ,河南省
, 新郑市薛店镇
山东阳谷华泰化工股份有限公司 ,山东省
, 阳谷县清河西路217号(原南环路217号)
华邦生命健康股份有限公司 ,重庆市
, 重庆市渝北区人和星光大道69号
广东锦龙发展股份有限公司 ,广东省
, 广东省东莞市南城区鸿福路106号南峰中心第十二层
北京大北农科技集团股份有限公司 ,北京市
, 北京市海淀区中关村大街27号14层
上海嘉麟杰纺织品股份有限公司 ,上海市
, 上海市金山区亭林镇亭枫公路1918号
浙江万马股份有限公司 ,浙江省
, 浙江省临安经济开发区南环路88号
欣旺达电子股份有限公司 ,广东省
, 深圳市宝安区石岩街道石龙社区颐和路2号综合楼1楼、2楼A-B区、2楼D区-9楼
东江环保股份有限公司 ,广东省
, 深圳市南山区高新区北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼
安徽金禾实业股份有限公司 ,安徽省
, 安徽省滁州市来安县城东大街127号
雏鹰农牧集团股份有限公司 ,河南省
, 新郑市薛店镇
东莞市搜于特服装股份有限公司 ,广东省
, 东莞市道滘镇昌平第二工业区第一栋
江苏中超控股股份有限公司 ,江苏省
, 宜兴市西郊工业园振丰东路999号
金亚科技股份有限公司 ,四川省
, 成都市蜀西路50号
海南瑞泽新型建材股份有限公司 ,海南省
, 海南省三亚市崖城镇创意产业园区中央大道9号
广东奥飞动漫文化股份有限公司 ,广东省
, 广东省汕头市澄海区文冠路中段奥迪工业园
北京嘉寓门窗幕墙股份有限公司 ,北京市
, 北京市顺义区牛栏山牛富路1号
苏宁云商集团股份有限公司 ,江苏省
, 南京市山西路8号金山大厦1-5层
深圳欧菲光科技股份有限公司 ,广东省
, 深圳市光明新区公明街道松白公路华发路段欧菲光科技园
常州天晟新材料股份有限公司 ,江苏省
, 常州市龙锦路508号
比亚迪股份有限公司 ,广东省
, 深圳市龙岗区葵涌镇延安路
上海美特斯邦威服饰股份有限公司 ,上海市
, 上海市浦东新区康桥镇康桥东路800号
广东万家乐股份有限公司 ,广东省
, 广东省佛山市顺德区大良街道顺峰山工业区
珠海中富实业股份有限公司 ,广东省
, 珠海市香洲区湾仔南湾南路6006号
福建圣农发展股份有限公司 ,福建省
, 福建省光泽县十里铺圣农总部办公大楼
万向钱潮股份有限公司 ,浙江省
, 浙江省杭州市萧山区万向路
浙江康盛股份有限公司 ,浙江省
, 浙江省淳安县千岛湖镇康盛路268号
浙江亚厦装饰股份有限公司 ,浙江省
, 上虞章镇工业新区
湖北国创高新材料股份有限公司 ,湖北省
, 武汉市东湖开发区华光大道18号
浙江万丰奥威汽轮股份有限公司 ,浙江省
, 浙江省新昌县工业区
浙江富春江环保热电股份有限公司 ,浙江省
, 浙江省富阳市灵桥镇春永路188号
海南海药股份有限公司 ,海南省
, 海口市秀英区南海大道西66号
浙江向日葵光能科技股份有限公司 ,浙江省
, 浙江省绍兴袍江工业区三江路
袁隆平农业高科技股份有限公司 ,湖南省
, 长沙市芙蓉区远大二路马坡岭农业高科技园内
联化科技股份有限公司 ,浙江省
, 浙江省台州市黄岩经济开发区永椒路8号
成都市新都化工股份有限公司 ,四川省
, 四川省成都市新都工业开发区南二路
苏州天沃科技股份有限公司 ,江苏省
, 张家港市金港镇后塍澄杨路
浙江明牌珠宝股份有限公司 ,浙江省
, 浙江省绍兴市柯桥区福全工业区
棕榈园林股份有限公司 ,广东省
, 中山市小榄镇新华中路120号向明大厦11C
中科云网科技集团股份有限公司 ,北京市
, 北京市海淀区上地七街1号2号楼3层
广州智光电气股份有限公司 ,广东省
, 广州市黄埔区埔南路51号
浙江海翔药业股份有限公司 ,浙江省
, 浙江省台州市椒江区外沙支路100号
华西能源工业股份有限公司 ,四川省
, 自贡市高新工业园区荣川路66号
江苏联发纺织股份有限公司 ,江苏省
, 江苏省海安县城东镇恒联路88号
山东恒邦冶炼股份有限公司 ,山东省
, 烟台市牟平区水道镇
浙江景兴纸业股份有限公司 ,浙江省
, 浙江省平湖市曹桥镇
北京蓝色光标品牌管理顾问股份有限公司 ,北京市
, 北京市朝阳区酒仙桥北路9号(厂区)10幢二层A5-01
厦门合兴包装印刷股份有限公司 ,福建省
, 厦门市同安区同集北路556号
东莞勤上光电股份有限公司 ,广东省
, 东莞市常平镇横江厦村
江苏康得新复合材料股份有限公司 ,北京市
, 江苏环保新材料产业园晨港路北侧、港华路西侧
露笑科技股份有限公司 ,浙江省
, 诸暨市店口镇露笑路38号
芜湖亚夏汽车股份有限公司 ,安徽省
, 安徽省芜湖市鸠江区弋江北路花塘村
广州市香雪制药股份有限公司 ,广东省
, 广州市萝岗区广州经济技术开发区科学城金峰园路2号
包头东宝生物技术股份有限公司 ,内蒙古自治区
, 内蒙古自治区包头市稀土高新技术产业开发区黄河大街４６号
浙江盾安人工环境股份有限公司 ,浙江省
, 浙江省诸暨市店口工业区
湖南大康牧业股份有限公司 ,湖南省
, 怀化市鹤城区鸭嘴岩工业园3栋
江苏中泰桥梁钢构股份有限公司 ,江苏省
, 江阴经济开发区靖江园区同康路15号
苏州金螳螂建筑装饰股份有限公司 ,江苏省
, 苏州工业园区民营工业区内
华东医药股份有限公司 ,浙江省
, 杭州市延安路468号1号楼1号门9、10楼
深圳市沃尔核材股份有限公司 ,广东省
, 深圳市坪山新区兰景北路沃尔工业园
东旭光电科技股份有限公司 ,河北省
, 石家庄市高新区黄河大道9号
岭南园林股份有限公司 ,广东省
, 东莞市东城区光明大道27号金丰大厦A栋301室
深圳市怡亚通供应链股份有限公司 ,广东省
, 深圳市福田区深南中路3039号国际文化大厦2701B
吉林利源精制股份有限公司 ,吉林省
, 吉林省辽源民营经济开发区友谊工业园区
浙江万里扬变速器股份有限公司 ,浙江省
, 浙江省金华市宾虹西路3999号
荣盛石化股份有限公司 ,浙江省
, 萧山区益农镇红阳路98号
中弘控股股份有限公司 ,安徽省
, 安徽省宿州市浍水路271号
安徽省司尔特肥业股份有限公司 ,安徽省
, 安徽省宁国经济技术开发区
郴州市金贵银业股份有限公司 ,湖南省
, 郴州市苏仙区白露塘镇福城大道1号（湖南郴州高新技术产业园内）
河北海伟交通设施集团有限公司 ,河北省
, 景县留府工业区
深圳市证通电子股份有限公司 ,广东省
, 深圳市南山区南油天安工业村八座3A单元
东华能源股份有限公司 ,江苏省
, 张家港保税区出口加工区东华路668号
深圳市立业集团有限公司 ,广东省
, 深圳市福田区福华一路免税商务大厦塔楼8层20-26号单元
深圳市爱施德股份有限公司 ,广东省
, 深圳市福田区泰然大道东泰然劲松大厦20F
北京利尔高温材料股份有限公司 ,北京市
, 北京市昌平区小汤山镇小汤山工业园四号楼
星辉互动娱乐股份有限公司 ,广东省
, 汕头市澄海区星辉工业园（上华镇夏岛路北侧）
荣安地产股份有限公司 ,浙江省
, 海曙区灵桥路513号(14-12)
中油金鸿能源投资股份有限公司 ,吉林省
, 吉林市高新区恒山西路108号
金科地产集团股份有限公司 ,重庆市
, 重庆市江北区复盛镇正街（政府大楼）
浙江允升投资集团有限公司 ,浙江省
, 嘉兴市广益路1319号中创电气商贸园1幢505室-1
亿阳集团股份有限公司 ,黑龙江省
, 哈尔滨市南岗区嵩山路高新技术开发区１号楼
深圳宝航建设集团股份有限公司 ,广东省
, 深圳市宝安区西乡镇鹤洲路口41号3号厅2楼
江苏嘉隆工程建设有限公司 ,江苏省
, 泗阳县众兴镇北京西路9号
深圳市佳鸿贸易发展有限公司 ,广东省
, 深圳市罗湖区延芳路口东益华鹏汽车交易广场A区1号
泰州市三泰船业有限公司 ,江苏省
, 泰州市口岸镇口永路58号
广东科达洁能股份有限公司 ,广东省
, 广东省佛山市顺德区陈村镇广隆工业园环镇西路1号
冠县港海薄板有限公司 ,山东省
, 冠县鲁西新世纪工业园
新疆生产建设兵团农八师天山铝业有限公司 ,新疆维吾尔自治区
, 新疆石河子开发区北四东路49号
重庆市德感建筑安装工程有限公司 ,重庆市
, 重庆市江津区德感正街339号
济源市济晋高速公路有限公司 ,河南省
, 五龙口镇北官庄村
新城控股集团股份有限公司 ,江苏省
, 常州市武进区武宜北路19号湖塘镇吾悦广场
远东控股集团有限公司 ,江苏省
, 江苏省宜兴市高塍镇远东大道6号
瑞安华峰小额贷款股份有限公司 ,浙江省
, 瑞安市安阳新区万松东路华峰专家楼一楼西北侧
天津东丽湖能源科技有限公司 ,天津市
, 天津市东丽区旅游局培训中心内
大连棒棰岛海产股份有限公司 ,辽宁省
, 辽宁省大连市金州区五一路987号
武汉当代科技产业集团股份有限公司 ,湖北省
, 洪山区鲁磨路３６９号
红星美凯龙家居集团股份有限公司 ,上海市
, 上海市浦东新区临御路518号6楼F801室
浙江吉利控股集团有限公司 ,浙江省
, 杭州市滨江区江陵路1760号
山东三星集团有限公司 ,山东省
, 邹平县韩店镇
上海红星美凯龙投资有限公司 ,上海市
, 上海市浦东新区莲林路15号1幢409室
西王集团有限公司 ,山东省
, 山东省邹平县西王工业园
内蒙古双欣能源化工有限公司 ,内蒙古自治区
, 内蒙古自治区鄂尔多斯市棋盘井镇工业园
世纪金源投资集团有限公司 ,北京市
, 北京市海淀区远大路1号金源时代购物中心650号
浙江京新控股有限公司 ,浙江省
, 新昌县羽林街道羽林路53号1幢
浙江亘古电缆股份有限公司 ,浙江省
, 临海市大洋街道沈南路167号
北京华联综合超市股份有限公司 ,北京市
, 北京市西城区阜外大街1号四川经贸大厦负2层3号
山东南山铝业股份有限公司 ,山东省
, 龙口市东江镇前宋村
海南海岛建设股份有限公司 ,海南省
, 海南省海口市美兰区大英山西四路9号
海航投资集团股份有限公司 ,辽宁省
, 辽宁省大连市中山区长江路123号长江写字楼2129
横店集团东磁股份有限公司 ,浙江省
, 东阳市横店工业区
西安民生集团股份有限公司 ,陕西省
, 西安市解放路103号
渤海租赁股份有限公司 ,新疆维吾尔自治区
, 新疆乌鲁木齐市沙依巴克区黄河路93号
上海世茂建设有限公司 ,上海市
, 上海市浦东新区民生路600号16幢401室
增城市碧桂园物业发展有限公司 ,广东省
, 广州市增城市新塘镇永和岗丰村
深圳市优凯思投资顾问有限公司 ,广东省
, 深圳市宝安区兴华路南侧龙光世纪大厦1栋2002（办公场所）
天瑞集团水泥有限公司 ,河南省
, 河南省汝州市临汝镇东营村北
大连亿达发展有限公司 ,辽宁省
, 辽宁省大连市沙河口区东北路93号
湖南盈德气体有限公司 ,湖南省
, 湖南省株洲市天元区长江广场保利大厦B座2207室
江苏恒顺达生物能源有限公司 ,江苏省
, 镇江新区粮山路88号
江苏科地现代农业有限公司 ,江苏省
, 宜兴环保科技工业园兴业路
湖州厉华妤婕联合纺织有限公司 ,浙江省
, 湖州市吴兴区八里店镇宜船湾村
莒南县鸿润食品有限公司 ,山东省
, 山东莒南经济开发区(岚济路北侧)
泰州新生源生物医药有限公司 ,江苏省
, 泰州市药城大道801号.
广西万通房地产有限公司 ,广西壮族自治区
, 南宁市民族大道63号阳光100城市广场T3段18层1803房
福建省求质体育用品有限公司 ,福建省
, 晋江市陈埭镇岸兜南工业区
浙江欧亚薄膜材料有限公司 ,浙江省
, 浙江省绍兴县滨海工业开发区
厦门禹洲鸿图地产开发有限公司 ,福建省
, 厦门市海沧翁角路616号306室
广州番禺海怡房地产开发有限公司 ,广东省
, 
内蒙古阜丰生物科技有限公司 ,内蒙古自治区
, 内蒙古自治区呼和浩特市经济技术开发区金川区经二路
汕头花园集团有限公司 ,广东省
, 汕头市衡山路71号
广州富力地产股份有限公司 ,广东省
, 广州市天河区珠江新城华夏路10号富力中心45-54楼(仅限办公）
北京华业资本控股股份有限公司 ,北京市
, 北京市朝阳区东四环中路39号A座16层
华新水泥股份有限公司 ,湖北省
, 黄石市黄石大道897号
河南中孚实业股份有限公司 ,河南省
, 巩义市新华路３１号
重庆市迪马实业股份有限公司 ,重庆市
, 重庆市南岸区长电路8号
中国国际贸易中心股份有限公司 ,国家总局
, 朝阳区建国门外大街1号
广州东华实业股份有限公司 ,广东省
, 广州市越秀区寺右新马路170号4楼
协鑫集成科技股份有限公司 ,上海市
, 上海市奉贤区南桥镇江海经济园区
深圳市中洲投资控股股份有限公司 ,广东省
, 深圳市福田区百花五路长源楼
上海大名城企业股份有限公司 ,上海市
, 上海市闵行区红松东路1116号1幢5楼A区
洲际油气股份有限公司 ,海南省
, 海口市西沙路28号
奥园集团有限公司 ,广东省
, 广州市番禺区桥南街番禺奥林匹克花园办公楼
东飞马佐里纺机有限公司 ,江苏省
, 东台市城东新区南庄村
奥盛新材料股份有限公司 ,安徽省
, 马鞍山市昭明路
苏州第壹制药有限公司 ,江苏省
, 苏州工业园区华凌街1号
扬州威亨热电有限公司 ,江苏省
, 扬州市开发东路7号
武汉凯迪电力工程有限公司 ,湖北省
, 武汉市江夏区庙山开发区江夏大道特1号
北京安德固脚手架工程有限公司 ,北京市
, 北京市顺义区高丽营镇金马工业区北京吉普厂房
山东博瑞格生物资源制品有限公司 ,山东省
, 山东莱城工业区
申环电缆科技有限公司 ,江苏省
, 宜兴市官林镇新宜金公路北侧（兴都路西）
诸城威仕达机械有限公司 ,山东省
, 山东省潍坊市诸城市昌城镇小下泊村
海宁森德皮革有限公司 ,浙江省
, 海宁市斜桥镇庆云工业园区
浙江富立轴承钢管有限公司 ,浙江省
, 嵊州经济开发区城东分区
华融融德资产管理有限公司 ,国家总局
, 北京市北京经济技术开发区科创十四街99号2号楼B115室
远东国际租赁有限公司 ,上海市
, 中国（上海）自由贸易试验区世纪大道88号金茂大厦35楼02－04室
山东如意科技集团有限公司 ,山东省
, 济宁高新区如意工业园
中国交通建设股份有限公司 ,国家总局
, 德胜门外大街85号
大唐国际发电股份有限公司 ,国家总局
, 北京市西城区广宁伯街9号
华能国际电力股份有限公司 ,国家总局
, 北京市西城区复兴门内大街6号(华能大厦)
中国长江电力股份有限公司 ,国家总局
, 玉渊潭南路1号B座
唐山三友化工股份有限公司 ,河北省
, 河北省唐山市南堡开发区
龙源电力集团股份有限公司 ,国家总局
, 北京市海淀区白石桥路7号理工科技大厦12层1206室
中国中铁股份有限公司 ,国家总局
, 北京市丰台区南四环西路128号院1号楼918
北京首都国际机场股份有限公司 ,国家总局
, 顺义区北京空港物流园区绿生路２号
中国石油化工股份有限公司 ,国家总局
, 北京市朝阳区朝阳门北大街22号
海洋石油工程股份有限公司 ,天津市
, 天津空港经济区西二道82号丽港大厦裙房二层202-F105室
国电电力发展股份有限公司 ,辽宁省
, 辽宁省大连经济技术开发区黄海西路4号
际华集团股份有限公司 ,国家总局
, 北京市丰台区南四环西路188号十五区6号楼
盛和资源控股股份有限公司 ,山西省
, 太原高新技术产业开发区亚日街2号
中国铁建房地产集团有限公司 ,北京市
, 北京市石景山区阜石路166号泽洋大厦第16层
中国五矿股份有限公司 ,国家总局
, 北京市海淀区三里河路5号
河南平高电气股份有限公司 ,河南省
, 平顶山市南环东路２２号
正奇安徽金融控股有限公司 ,安徽省
, 安徽省合肥市庐阳区阜南路169号招行大厦12-15层
中国第一重型机械股份公司 ,国家总局
, 黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号
中海发展股份有限公司 ,上海市
, 中国（上海）自由贸易试验区业盛路188号A-1015室
中国电力建设股份有限公司 ,国家总局
, 北京市海淀区车公庄西路22号
华能新能源股份有限公司 ,国家总局
, 北京市海淀区复兴路甲23号10、11层
广西桂冠电力股份有限公司 ,广西壮族自治区
, 南宁市青秀区民族大道１２６号
中储发展股份有限公司 ,天津市
, 中国天津市北辰经济开发区开发大厦
宝胜科技创新股份有限公司 ,江苏省
, 江苏省宝应县安宜镇苏中路1号
第一拖拉机股份有限公司 ,河南省
, 河南省洛阳市建设路154号
国药控股股份有限公司 ,上海市
, 上海市黄浦区福州路221号六楼
中信重工机械股份有限公司 ,河南省
, 洛阳市涧西区建设路206号
哈尔滨电气股份有限公司 ,黑龙江省
, 哈尔滨市南岗区高科技生产基地３号楼
中国国际航空股份有限公司 ,国家总局
, 空港工业区天柱路28号蓝天大厦
大秦铁路股份有限公司 ,国家总局
, 山西省大同市站北街14号
中航重机股份有限公司 ,贵州省
, 贵州省贵州省贵阳市小河区锦江路110号
中国大唐集团新能源股份有限公司 ,国家总局
, 石景山区八大处高科技园区西井路3号1号楼149房间
保定天威保变电气股份有限公司 ,河北省
, 保定市天威西路2222号
新疆八一钢铁股份有限公司 ,新疆维吾尔自治区
, 新疆乌鲁木齐市头屯河区新钢路
武汉钢铁股份有限公司 ,湖北省
, 青山区沿港路３号
舟山港集团有限公司 ,浙江省
, 舟山市定海港码头1号
中国外运股份有限公司 ,国家总局
, 北京市海淀区西直门北大街甲４３号
华电福新能源股份有限公司 ,福建省
, 福州市鼓楼区五四路111号宜发大厦25层
中国东方航空股份有限公司 ,上海市
, 上海市浦东新区国际机场机场大道66号
岳阳林纸股份有限公司 ,湖南省
, 岳阳市岳阳楼区城陵矶光明路
中国中车股份有限公司 ,国家总局
, 北京市海淀区西四环中路16号
国投电力控股股份有限公司 ,甘肃省
, 北京市西城区西直门南小街147号楼11层1108
中铁铁龙集装箱物流股份有限公司 ,辽宁省
, 辽宁省大连高新技术产业园区火炬路32号创业大厦A座2716号
北京中电华强焊接工程技术有限公司 ,北京市
, 北京市大兴区瀛海镇经二路6号
安泰科技股份有限公司 ,北京市
, 北京市海淀区学院南路76号
新兴铸管股份有限公司 ,河北省
, 武安市上洛阳村北
华润三九医药股份有限公司 ,广东省
, 深圳市龙华新区观澜高新园区观清路1号
贵州久联民爆器材发展股份有限公司 ,贵州省
, 贵州省贵州省贵阳市高新技术开发区新天园区
中航光电科技股份有限公司 ,河南省
, 洛阳高新技术开发区周山路10号
深圳赤湾石油基地股份有限公司 ,广东省
, 深圳市南山区蛇口赤湾
广州杰赛科技股份有限公司 ,广东省
, 广州市海珠区新港中路381号
深圳赤湾港航股份有限公司 ,广东省
, 深圳市蛇口工业区赤湾
重庆长安汽车股份有限公司 ,重庆市
, 重庆市江北区建新东路260号
中建西部建设股份有限公司 ,新疆维吾尔自治区
, 新疆乌鲁木齐经济技术开发区泰山路268号
佛山华新包装股份有限公司 ,广东省
, 佛山市禅城区季华五路18号
北方华锦化学工业股份有限公司 ,辽宁省
, 辽宁省盘锦市双台子区红旗大街
航天工业发展股份有限公司 ,福建省
, 福州市台江区五一南路67号
广东东方锆业科技股份有限公司 ,广东省
, 广东省汕头市澄海区莱美路宇田科技园
中房地产股份有限公司 ,重庆市
, 重庆市江北区观音桥建新北路86号
武汉南国置业股份有限公司 ,湖北省
, 武汉市武昌区南湖中央花园会所
杭州市城市建设发展有限公司 ,浙江省
, 杭州市江干区新塘路33-35号12、13层
珠海华城环保科技有限公司 ,广东省
, 珠海市高栏港经济区石油化工区北五路成城沥青化验楼301室
中信房地产股份有限公司 ,国家总局
, 北京市朝阳区新源南路6号
邦信资产管理有限公司 ,广东省
, 北京市西城区闹市口大街1号院4号楼9层D、E
中信产业投资基金管理有限公司 ,四川省
, 绵阳科技城科教创业园区孵化大楼C区
中城建第六工程局集团有限公司 ,安徽省
, 安徽省蚌埠市经济开发区东海大道3107号4楼
华宝投资有限公司 ,上海市
, 上海市浦东新区世纪大道100号59层西区
中国航空技术国际控股有限公司 ,国家总局
, 北京市朝阳区北辰东路18号
中国南方航空股份有限公司 ,广东省
, 广东省广州市萝岗区经济技术开发区开发大道233号203房
方兴地产投资管理（上海）有限公司 ,上海市
, 上海市浦东新区世纪大道88号金茂大厦7层706C室
包钢综企（集团）共兴冶金粉末有限公司 ,内蒙古自治区
, 包钢厂区（包钢劳服公司焊管综合厂院内）
阳泉煤业（集团）股份有限公司 ,山西省
, 山西省阳泉市北大街5号
天津市房地产发展（集团）股份有限公司 ,天津市
, 和平区常德道80号
上海国际港务（集团）股份有限公司 ,上海市
, 上海市浦东新区芦潮港镇同汇路1号综合大楼A区4楼
西安建工（集团）有限责任公司 ,陕西省
, 西安市高新区科创路168号西安电子科技大学科技园D座11-26层
北京王府井百货（集团）股份有限公司 ,北京市
, 北京市东城区王府井大街255号
安徽皖江物流（集团）股份有限公司 ,安徽省
, 安徽省芜湖市经济技术开发区内
上海海立（集团）股份有限公司 ,上海市
, 上海市浦东新区金桥出口加工区宁桥路888号
新疆青松建材化工（集团）股份有限公司 ,新疆维吾尔自治区
, 新疆阿克苏地区阿克苏市林园
中炬高新技术实业（集团）股份有限公司 ,广东省
, 中山市中山火炬高技术产业开发区
上海嘉宝实业（集团）股份有限公司 ,上海市
, 嘉定区清河路55号
黑牡丹（集团）股份有限公司 ,江苏省
, 常州市青洋北路47号
甘肃亚盛实业（集团）股份有限公司 ,甘肃省
, 甘肃省兰州市城关区雁兴路21号14楼
重庆市巴南建设（集团）有限公司 ,重庆市
, 重庆市巴南区鱼洞箭河路5号附9号
重庆万盛旅业（集团）有限公司 ,重庆市
, 重庆市万盛区勤俭路25号
重庆市轨道交通（集团）有限公司 ,重庆市
, 重庆市渝中区长江支路25号
扬州绿色产业投资发展控股（集团）有限责任公司 ,江苏省
, 扬州市江阳中路433号
重庆市南州水务（集团）有限公司 ,重庆市
, 重庆市綦江区文龙街道沙溪路22号45幢
保定天威集团（江苏）五洲变压器有限公司 ,江苏省
, 张家港经济开发区（杨舍镇旺西村）
重庆新禹投资（集团）有限公司 ,重庆市
, 重庆市黔江区行署街768号民警新村宿舍A栋2楼1号
深圳市振业（集团）股份有限公司 ,广东省
, 深圳市罗湖区宝安南路2014号振业大厦B座11-17层
重庆对外经贸（集团）有限公司 ,重庆市
, 重庆市北部新区高新园星光大道80号
北京首都开发控股（集团）有限公司 ,北京市
, 北京市西城区三里河三区52号楼
酉阳县桃花源旅游投资（集团）有限公司 ,重庆市
, 重庆市酉阳县钟多镇桃花源大道桃源金水岸
新疆新业国有资产经营（集团）有限责任公司 ,新疆维吾尔自治区
, 新疆乌鲁木齐市天山解放北路339号酒花大厦14楼
常州市城市建设（集团）有限公司 ,江苏省
, 劳动西路12号金谷大厦21层
绵阳市投资控股（集团）有限公司 ,四川省
, 绵阳市滨江西路南段22号（嘉来华庭3楼）
绵阳科技城发展投资（集团）有限公司 ,四川省
, 绵阳科教创业园区
重庆市黔江区城市建设投资（集团）有限公司 ,重庆市
, 重庆市黔江区城西办事处西山步行街749号
遵义红色旅游（集团）有限公司 ,贵州省
, 贵州省遵义市红花岗区子尹路９６号
焦作市建设投资（控股）有限公司 ,河南省
, 焦作市焦东南路5号
眉山发展（控股）有限责任公司 ,四川省
, 眉山市眉州大道东2段5号（眉山市国土资源局内）
上海城开（集团）有限公司 ,上海市
, 上海市徐汇区虹桥路3号港汇中心二座42楼
金地（集团）股份有限公司 ,广东省
, 深圳市福田区福强路金地商业大楼
华锐风电科技（集团）股份有限公司 ,北京市
, 北京市海淀区中关村大街59号文化大厦19层
